manufacturer,model,message,message_id,event_type,class
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 66, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 67, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 68, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 70, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 71, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 72, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 73, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 74, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 76, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 77, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 78, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 79, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 80, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 82, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 83, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 84, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 85, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 86, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 0, Record_Type : system event record, Sensor_Number : 88, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T16:00:58+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Presence Detected, Record_ID : 93, Sensor_Type : Power Supply / Converter, """,0x00FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 88, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 89, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 90, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:24+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 91, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 92, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 0, Record_Type : system event record, Sensor_Number : 88, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T16:00:59+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Presence Detected, Record_ID : 99, Sensor_Type : Power Supply / Converter, """,0x00FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 94, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 95, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 96, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 97, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 98, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 0, Record_Type : system event record, Sensor_Number : 88, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T16:00:59+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Presence Detected, Record_ID : 105, Sensor_Type : Power Supply / Converter, """,0x00FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 100, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 101, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 102, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 103, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:27+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 104, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 0, Record_Type : system event record, Sensor_Number : 88, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T16:00:59+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Presence Detected, Record_ID : 111, Sensor_Type : Power Supply / Converter, """,0x00FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 106, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 107, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 108, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 102, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 109, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 93, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:26+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Battery Presence Detected, Record_ID : 110, Sensor_Type : Battery, """,0x02FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 0, Record_Type : system event record, Sensor_Number : 88, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T16:00:58+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Presence Detected, Record_ID : 117, Sensor_Type : Power Supply / Converter, """,0x00FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 96, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 112, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 98, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 113, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 1, Record_Type : system event record, Sensor_Number : 100, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 1970-01-01T08:00:25+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Device Inserted / Device Present, Record_ID : 114, Sensor_Type : Fan, """,0x01FFFF,SEL,hardware
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T02:59:53+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32381, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T02:59:57+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32382, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:13:08+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32383, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:13:12+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32384, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:27:50+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32385, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:27:55+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32386, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:32:30+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32387, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:32:35+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32388, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:33:14+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32389, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:33:19+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32390, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:33:58+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32391, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:34:02+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32392, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:45:02+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32393, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:45:09+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32394, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T03:59:56+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Predictive Failure Asserted, Record_ID : 32395, Sensor_Type : Power Supply / Converter, """,0x02FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 2, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:00:00+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Predictive Failure Asserted, Record_ID : 32396, Sensor_Type : Power Supply / Converter, """,0x02FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:02:40+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32397, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:02:46+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32398, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:09:27+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32399, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:09:32+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32400, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:20:29+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32401, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Deassertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:20:33+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32402, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
sharq,u628v2,"""Event_Data_1 : 3, Record_Type : system event record, Sensor_Number : 89, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2026-02-03T04:21:05+08:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Power Supply Input Lost (AC/DC), Record_ID : 32403, Sensor_Type : Power Supply / Converter, """,0x03FFFF,SEL,power
